SiteName,SiteID,PrimaryUse,Borough,AreaHa,Easting,Northing,Qualifier,Access,DataSource,DataVersion,ReleaseDate,Copyright
Vale Farm Recreation Ground,OS_Br_0231,Recreation ground,Brent,26.0535,517059,185919,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Long Wood,OS_Ea_0275,Nature reserve,Ealing,2.3851,515448,178821,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Navigator Drive Park,OS_Ea_0306,Park,Ealing,0.4729,514407,179800,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Conolly Dell,OS_Ea_0093,Park,Ealing,0.7373,515191,180393,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Tennyson Road,OS_Ea_0438,Amenity green space,Ealing,0.1984,515584,180583,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Fitzherbert Walk & Hanwell Island,OS_Ea_0156,Walking/cycling route,Ealing,1.7242,515038,179914,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Walmer Gardens,OS_Ea_0475,Nature reserve,Ealing,0.2626,516302,179478,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Spencer Street Open Space,OS_Ea_0405,Play space,Ealing,0.2225,511773,179546,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Oldfield Lane Open Space & War Memorial,OS_Ea_0332,Formal garden,Ealing,0.1577,514181,182388,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Dormers Wells Green,OS_Ea_0119,Recreation ground,Ealing,1.2803,513820,181092,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Greenford Riverside & Island (Brent Lodge Park),OS_Ea_0188,Nature reserve,Ealing,4.3998,514565,181717,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Smiths Farm Open Space (Northolt and Greenford Country Park),OS_Ea_0392,Nature reserve,Ealing,6.651,513312,183434,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Mandeville Green,OS_Ea_0283,Park,Ealing,0.4282,513154,184342,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Northolt Village Rest Garden (Northolt & Greenford Countryside Park),OS_Ea_0326,Formal garden,Ealing,0.1181,513142,184109,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Holy Cross Church,OS_Ea_0229,Cemetery/churchyard,Ealing,0.603,514516,183152,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Greenford Birch Wood (Northolt & Greenford Countryside Park),OS_Ea_0179,Nature reserve,Ealing,2.8681,514069,183492,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Whitton Drive Open Space,OS_Ea_0497,Amenity green space,Ealing,0.05,516398,184915,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Rabournmead Drive Open Space,OS_Hi_0282,Park,Hillingdon,0.7923,512109,185009,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Islip Manor Park,OS_Ea_0245,Park,Ealing,6.7684,512726,184381,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Stockley Park,OS_Hi_0346,Park,Hillingdon,1.411,507868,180963,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Willow Tree Open Space,OS_Hi_0394,Park,Hillingdon,15.9873,512503,181905,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Spikes Bridge Park,OS_Ea_0406,Recreation ground,Ealing,8.1462,512496,181147,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Cranleigh Wood Open Space,OS_Ea_0102,Public woodland,Ealing,0.5821,512530,181444,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Viking Primary School Open Space,OS_Ea_0470,Playing fields,Ealing,0.4218,511558,182694,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Warren Park (Hillingdon),OS_Hi_0381,Park,Hillingdon,1.0769,511129,181298,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Hobart Close Park,OS_Hi_0181,Recreation ground,Hillingdon,1.2318,511726,182396,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Court Mead Open Space,OS_Ea_0099,Recreation ground,Ealing,0.3989,512772,183040,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Rushdene Crescent (East),OS_Ea_0381,Amenity green space,Ealing,0.0504,511120,182932,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Laughton Road Playground,OS_Ea_0262,Play space,Ealing,0.172,511996,183605,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Havelock Cemetery,OS_Ea_0215,Cemetery/churchyard,Ealing,2.2511,512575,179274,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Manor House Grounds,OS_Ea_0286,Park,Ealing,1.1272,512541,179417,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Harlech Gardens,OS_Ho_0147,Amenity green space,Hounslow,0.1933,511457,177466,Centroid,De facto,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
King's Arbour Green Space,OS_Ho_0143,Amenity green space,Hounslow,0.3549,512082,178202,Centroid,De facto,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Bell House Field,OS_Hi_0018,Park,Hillingdon,2.2229,509504,180845,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
River Brent Conservation Site,OS_Ea_0374,Amenity green space,Ealing,1.5507,516189,182539,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Lord Holsbury Memorial Playing Fields,OS_Ea_0278,Playing fields,Ealing,6.4621,512120,184761,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Prior's Field,OS_Ea_0362,Nature reserve,Ealing,5.3128,512194,184466,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Stuart Avenue,OS_Hr_0395,Amenity green space,Harrow,0.0767,512713,186188,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Ickenham Manor Field,OS_Hi_0190,Playing fields,Hillingdon,3.3808,508284,185357,Centroid,De facto,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Ickenham Marsh,OS_Hi_0430,Nature reserve,Hillingdon,7.5572,508781,185212,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Quainton Street Open Space,OS_Br_0165,River,Brent,4.5253,520525,186209,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
West Hendon Playing Fields,OS_Ba_0399,Playing fields,Barnet,29.8113,521373,187933,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Church Lane Recreation Ground,OS_Br_0053,Park,Brent,6.5199,520670,188120,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Grove Park Open Space (Brent),OS_Br_0097,Park,Brent,1.4054,520466,189573,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Caffrey Gardens,OS_Br_0034,Formal garden,Brent,0.1851,520327,188984,Centroid,De facto,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Montrose Playing Fields,OS_Ba_0419,Playing fields,Barnet,10.8321,520805,190212,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Kingsbury Green,OS_Br_0114,Formal garden,Brent,0.4326,520467,188498,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Mill Hill Green,OS_Ba_0216,Park,Barnet,0.6858,521556,192426,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Gilbert and Watling Open Space,OS_Ba_0454,Amenity green space,Barnet,0.0389,520487,190844,Centroid,De facto,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Isolation Hospital Allotments,OS_Hr_0448,Allotments,Harrow,0.4644,518470,189965,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Roe Green Park,OS_Br_0180,Park,Brent,16.2019,519925,188932,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Sherborne Gardens roadside greenspace,OS_Br_0191,Amenity green space,Brent,0.561,519275,189724,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Lake Grove Natural Space,OS_Hr_0367,Public woodland,Harrow,1.5359,518320,192398,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Edgwarebury Park,OS_Ba_0121,Park,Barnet,15.8305,518981,193317,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Crown Walk,OS_Br_0065,Park,Brent,0.8083,519020,186379,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Belvedere Way Meadow,OS_Br_0016,Park,Brent,0.1681,518367,188211,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Dene Gardens,OS_Hr_0315,Amenity green space,Harrow,0.1782,517337,192254,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Wildcroft Gardens,OS_Hr_0431,Amenity green space,Harrow,0.2114,517619,191555,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Bromefield,OS_Hr_0284,Amenity green space,Harrow,0.253,517613,191119,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Canons Park,OS_Hr_0018,Park,Harrow,18.6612,518230,191673,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Peters Close,OS_Hr_0485,Amenity green space,Harrow,0.1606,517750,191905,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
West Bere Drive 2,OS_Hr_0428,Amenity green space,Harrow,0.1926,517839,192371,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Stanmore Marsh,OS_Hr_0143,Common,Harrow,4.0662,517779,191273,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Kerry Court,OS_Hr_0454,Amenity green space,Harrow,0.3364,517554,192624,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Tintagel Drive,OS_Hr_0407,Amenity green space,Harrow,0.1716,517956,192520,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Rusper Close,OS_Hr_0497,Amenity green space,Harrow,0.222,517384,192548,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
West Bere Drive 1,OS_Hr_0427,Amenity green space,Harrow,0.1493,517794,192555,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Former GEC Sports Ground,OS_Br_0080,Playing fields,Brent,3.7001,518054,186672,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Priestmead Recreation Ground,OS_Hr_0069,Park,Harrow,1.8691,516702,189901,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Woodcock Park,OS_Br_0260,Park,Brent,7.6945,517765,188521,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Byron Cemetery,OS_Hr_0287,Cemetery/churchyard,Harrow,2.5396,516288,189706,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Paulhan Road South Allotments,OS_Hr_0344,Allotments,Harrow,0.287,517536,189298,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Preston Park,OS_Br_0163,Park,Brent,7.4322,517728,187117,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Bentley Priory Open Space,OS_Hr_0010,Nature reserve,Harrow,59.9396,515686,192723,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Binyon Crescent,OS_Hr_0278,Amenity green space,Harrow,0.4505,515572,192065,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Stanmore Cricket Club,OS_Hr_0387,Playing fields,Harrow,3.1415,516092,193448,Centroid,De facto,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Kelvin Crescent,OS_Hr_0451,Amenity green space,Harrow,0.1808,515400,191476,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Brockhurst Corner Open Space,OS_Hr_0015,Public woodland,Harrow,2.0037,515505,191969,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Embry Drive,OS_Hr_0030,Amenity green space,Harrow,0.1554,516309,191747,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Embry Drive Play Area,OS_Hr_0320,Play space,Harrow,0.1193,516305,191784,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
St Marys Church,OS_Hr_0384,Cemetery/churchyard,Harrow,0.4152,515311,187452,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
The Grove Open Space,OS_Hr_0241,Park,Harrow,3.2806,515334,187751,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Mepham Crescent 1,OS_Hr_0471,Amenity green space,Harrow,0.403,514359,191292,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Harrow Weald Park Woodland,OS_Hr_0050,Public woodland,Harrow,4.6282,514909,191867,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Wood End Recreation Ground West,OS_Ea_0512,Recreation ground,Ealing,1.1946,514146,185453,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Sudbury Lane,OS_Ea_0435,Nature reserve,Ealing,0.3319,514661,185497,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Northolt Road Allotments,OS_Hr_0476,Allotments,Harrow,0.5027,514465,186533,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Headstone Manor Park,OS_Hr_0056,Park,Harrow,21.9509,513961,189599,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Melbourne Avenue,OS_Hr_0470,Amenity green space,Harrow,0.3651,513753,189865,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Charles Crescent,OS_Hr_0298,Amenity green space,Harrow,0.0642,514691,187608,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
West Harrow Allotments (Large Site),OS_Hr_0159,Allotments,Harrow,4.5791,513885,187957,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Marshalls Allotments,OS_Hr_0468,Allotments,Harrow,0.6214,514534,187715,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
River Pinn by Grove Estate,OS_Hr_0119,River,Harrow,0.7338,512248,188949,Centroid,De facto,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Harrow View,OS_Hr_0439,Amenity green space,Harrow,0.1262,514583,189610,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Harrow Recreation Ground,OS_Hr_0045,Recreation ground,Harrow,11.1614,514747,188546,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
The Lawns (Harrow),OS_Hr_0404,Amenity green space,Harrow,0.1905,513763,191501,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Uford Close,OS_Hr_0410,Amenity green space,Harrow,0.0832,513915,191212,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Levels Wood,OS_Hr_0252,Public woodland,Harrow,1.5913,514113,193016,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Saddlers Mead Play Area,OS_Hr_0369,Play space,Harrow,0.099,513400,191836,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
The Grove Estate Play Area,OS_Hr_0402,Play space,Harrow,0.0281,512390,188996,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
The Greenway (Harrow),OS_Hr_0401,Amenity green space,Harrow,0.1295,512861,188175,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Rayners Mead Allotments,OS_Hr_0491,Allotments,Harrow,0.5225,513280,187879,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Pinner House,OS_Hr_0304,Amenity green space,Harrow,0.1054,512451,189579,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Sylvia Avenue,OS_Hr_0396,Public woodland,Harrow,1.0806,512389,191977,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Shaftesbury Play Area,OS_Hr_0373,Play space,Harrow,0.1801,512540,191409,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Exhange Walk,OS_Hr_0321,Amenity green space,Harrow,0.1437,512325,187693,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Yeading Brook (part),OS_Hr_0230,River,Harrow,1.1609,512185,187313,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Roxbourne Park (Harrow),OS_Hr_0122,Park,Harrow,14.334,512145,187383,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Roxbourne River,OS_Hr_0123,River,Harrow,0.8679,512635,186220,Centroid,De facto,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
"Cuckoo Hill - Cranbourne Drive, Pinner Allotments",OS_Hr_0312,Allotments,Harrow,0.5926,511725,189046,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Raisins Hill Common,OS_Hi_0290,Park,Hillingdon,1.1451,511128,189640,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Pinner Church Yard,OS_Hr_0346,Cemetery/churchyard,Harrow,0.1476,512387,189653,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Marsh Road,OS_Hr_0467,Amenity green space,Harrow,0.1037,512508,189071,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Yeading Brook Riverside Walk - Streamside (Harrow),OS_Hr_0232,Walking/cycling route,Harrow,3.1937,512422,188098,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Pinner Village Gardens,OS_Hr_0103,Park,Harrow,6.5831,512465,188831,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Streamside Open Space (Yeading Walk),OS_Hr_0393,Amenity green space,Harrow,0.6971,512402,187848,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Montesole Playing Fields,OS_Hr_0097,Recreation ground,Harrow,6.7119,511444,190340,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Nursery Road,OS_Hr_0481,Amenity green space,Harrow,0.5648,511150,189765,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Mill Farm Close,OS_Hr_0473,Amenity green space,Harrow,0.0824,511164,190296,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Albury Drive,OS_Hr_0266,Amenity green space,Harrow,0.1559,511225,190817,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Paines Lane Cemetery,OS_Hr_0094,Cemetery/churchyard,Harrow,0.9801,512414,189888,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Rectory Park (Northolt & Greenford Countryside Park),OS_Ea_0369,Playing fields,Ealing,24.1538,512229,183050,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
